4	50	0.5	23	1	0	0	0	1.0000	0.0000
4	50	0.5	24	1	0	0	0	0.9998	0.0183
4	50	0.5	27	1	0	0	0	0.9993	0.0366
4	50	0.5	18	1	0	0	0	0.9985	0.0550
4	50	0.5	23	1	0	0	0	0.9973	0.0732
4	50	0.5	21	1	0	0	0	0.9958	0.0915
4	50	0.5	18	1	0	0	0	0.9940	0.1097
3	50	0.5	20	1	0	0	0	0.9918	0.1279
3	50	0.5	17	1	0	0	0	0.9893	0.1461
3	50	0.5	20	1	0	0	0	0.9639	0.2664
3	50	0.5	22	1	0	0	0	0.9588	0.2840
3	50	0.5	20	1	0	0	0	0.9535	0.3015
3	50	0.5	21	1	0	0	0	0.9478	0.3190
3	50	0.5	19	1	0	0	0	0.9418	0.3363
3	50	0.5	17	1	0	0	0	0.9354	0.3535
3	50	0.5	18	1	0	0	0	0.9288	0.3706
3	50	0.5	16	1	0	0	0	0.9219	0.3875
3	50	0.5	13	1	0	0	0	0.9146	0.4043
3	50	0.5	13	1	0	0	0	0.8581	0.5135
3	50	0.5	18	1	0	0	0	0.8485	0.5292
3	50	0.5	14	1	0	0	0	0.8387	0.5446
3	50	0.5	14	1	0	0	0	0.8285	0.5599
3	50	0.5	18	1	0	0	0	0.8181	0.5750
3	50	0.5	12	1	0	0	0	0.8075	0.5899
3	50	0.5	13	1	0	0	0	0.7965	0.6046
2	50	0.5	13	1	0	0	0	0.7853	0.6191
2	50	0.5	14	1	0	0	0	0.7034	0.7108
2	50	0.5	17	1	0	0	0	0.6903	0.7236
2	50	0.5	17	1	0	0	0	0.6769	0.7361
2	50	0.5	18	1	0	0	0	0.6633	0.7484
2	50	0.5	18	1	0	0	0	0.6494	0.7604
2	50	0.5	12	1	0	0	0	0.6354	0.7722
2	50	0.5	12	1	0	0	0	0.6211	0.7837
2	50	0.5	16	1	0	0	0	0.6067	0.7949
2	50	0.5	12	1	0	0	0	0.5920	0.8059
2	50	0.5	18	1	0	0	0	0.4886	0.8725
2	50	0.5	22	1	0	0	0	0.4726	0.8813
2	50	0.5	20	1	0	0	0	0.4563	0.8898
2	50	0.5	20	1	0	0	0	0.4399	0.8980
2	50	0.8	20	1	0	0	0	0.4234	0.9059
2	50	1.0	28	1	0	0	0	0.4067	0.9135
2	50	1.5	24	1	0	0	0	0.3899	0.9208
2	50	2.0	27	1	0	0	0	0.3730	0.9278
2	50	3.0	28	1	0	0	0	0.2563	0.9666
2	50	5.0	28	1	0	0	0	0.2385	0.9711
2	50	8.0	25	1	0	0	0	0.2207	0.9753
2	50	12.0	32	1	0	0	0	0.2028	0.9792
2	50	16.0	29	1	0	0	0	0.1848	0.9828
2	50	18.0	29	1	0	0	0	0.1668	0.9860
2	50	20.0	28	1	0	0	0	0.1487	0.9889
2	50	45.0	29	1	0	0	0	0.1305	0.9914
2	50	50.0	28	1	0	0	0	0.1123	0.9937
2	50	70.0	38	1	0	0	0	-0.0105	0.9999
2	50	90.0	32	1	0	0	0	-0.0288	0.9996
2	50	100.0	37	1	0	0	0	-0.0471	0.9989
2	50	110.0	35	1	0	0	0	-0.0654	0.9979
2	50	115.0	37	1	0	0	0	-0.0837	0.9965
2	50	120.0	33	1	0	0	0	-0.1019	0.9948
2	50	125.0	32	1	0	0	0	-0.1201	0.9928
2	50	129.0	34	1	0	0	0	-0.1383	0.9904
2	50	133.0	36	1	0	0	0	-0.2588	0.9659
2	50	137.0	35	1	0	0	0	-0.2765	0.9610
2	50	141.0	40	1	0	0	0	-0.2940	0.9558
2	49	145.0	38	1	0	0	0	-0.3115	0.9502
2	49	149.0	40	1	0	0	0	-0.3289	0.9444
3	49	153.0	40	1	0	0	0	-0.3461	0.9382
3	49	157.0	43	1	0	0	0	-0.3633	0.9317
3	49	161.0	41	1	0	0	0	-0.3803	0.9249
3	49	165.0	37	1	0	0	0	-0.3971	0.9178
3	48	169.0	42	1	0	0	0	-0.5068	0.8621
3	47	173.0	37	1	0	0	0	-0.5225	0.8526
3	46	177.0	43	1	0	0	0	-0.5380	0.8429
3	45	181.0	40	1	0	0	0	-0.5534	0.8329
4	44	185.0	43	1	0	0	0	-0.5686	0.8226
4	43	189.0	38	1	0	0	0	-0.5835	0.8121
4	42	195.0	40	1	0	0	0	-0.5983	0.8013
4	41	201.0	42	1	0	0	0	-0.6129	0.7902
4	40	207.0	41	1	0	0	0	-0.6273	0.7788
4	40	213.0	47	1	0	0	0	-0.7181	0.6959
5	40	219.0	42	1	0	0	0	-0.7308	0.6826
5	40	225.0	43	1	0	0	0	-0.7431	0.6691
5	40	231.0	45	1	0	0	0	-0.7553	0.6554
5	40	237.0	48	1	0	0	0	-0.7672	0.6414
5	39	243.0	45	1	0	0	0	-0.7788	0.6273
5	39	249.0	47	1	0	0	0	-0.7902	0.6129
6	39	255.0	48	1	0	0	0	-0.8013	0.5983
6	39	261.0	43	1	0	0	0	-0.8686	0.4955
6	39	264.0	51	1	0	0	0	-0.8776	0.4795
6	38	267.0	47	1	0	0	0	-0.8862	0.4633
6	40	270.0	52	1	0	0	0	-0.8945	0.4470
7	42	273.0	47	1	0	0	0	-0.9026	0.4305
7	44	276.0	47	1	0	0	0	-0.9103	0.4139
7	46	279.0	52	1	0	0	0	-0.9178	0.3971
7	48	282.0	50	1	0	0	0	-0.9249	0.3803
7	50	285.0	48	1	0	0	0	-0.9317	0.3633
8	50	288.0	50	1	0	0	0	-0.9692	0.2462
8	50	291.0	50	1	0	0	0	-0.9736	0.2284
8	50	294.0	52	1	0	0	0	-0.9776	0.2105
8	50	297.0	53	1	0	0	0	-0.9813	0.1925
9	50	300.0	47	1	0	0	0	-0.9847	0.1745
9	50	300.0	49	1	0	0	0	-0.9877	0.1564
9	50	300.0	47	1	0	0	0	-0.9904	0.1383
9	50	300.0	48	1	0	0	0	-0.9928	0.1201
10	50	300.0	53	1	0	0	0	-1.0000	-0.0026
10	50	300.0	50	1	0	0	0	-0.9998	-0.0209
10	50	300.0	51	1	0	0	0	-0.9992	-0.0393
10	50	300.0	47	1	0	0	0	-0.9983	-0.0576
10	50	300.0	50	1	0	0	0	-0.9971	-0.0758
10	50	300.0	50	1	0	0	0	-0.9956	-0.0941
10	50	300.0	53	1	0	0	0	-0.9937	-0.1123
10	50	300.0	52	1	0	0	0	-0.9914	-0.1305
10	50	300.0	50	1	0	0	0	-0.9889	-0.1487
10	50	300.0	53	1	0	0	0	-0.9632	-0.2689
10	50	300.0	51	1	0	0	0	-0.9581	-0.2865
10	50	300.0	51	1	0	0	0	-0.9527	-0.3040
10	50	300.0	53	1	0	0	0	-0.9469	-0.3214
10	50	300.0	49	1	0	0	0	-0.9409	-0.3387
10	50	300.0	50	1	0	0	0	-0.9345	-0.3559
10	50	300.0	47	1	0	0	0	-0.9278	-0.3730
10	50	300.0	48	1	0	0	0	-0.9208	-0.3899
10	50	300.0	48	1	0	0	0	-0.8660	-0.5000
10	50	300.0	50	1	0	0	0	-0.8567	-0.5158
10	50	298.0	53	1	0	0	0	-0.8471	-0.5314
10	50	296.0	49	1	0	0	0	-0.8372	-0.5468
10	50	294.0	52	1	0	0	0	-0.8271	-0.5621
10	50	292.0	53	1	0	0	0	-0.8166	-0.5771
10	50	290.0	51	1	0	0	0	-0.8059	-0.5920
10	50	288.0	53	1	0	0	0	-0.7949	-0.6067
10	50	286.0	50	1	0	0	0	-0.7837	-0.6211
10	50	284.0	53	1	0	0	0	-0.7015	-0.7126
10	50	282.0	52	1	0	0	0	-0.6884	-0.7254
10	50	280.0	50	1	0	0	0	-0.6749	-0.7379
10	50	275.0	50	1	0	0	0	-0.6613	-0.7501
10	50	270.0	49	1	0	0	0	-0.6475	-0.7621
10	50	265.0	51	1	0	0	0	-0.6334	-0.7738
9	50	260.0	51	1	0	0	0	-0.6191	-0.7853
9	50	255.0	51	1	0	0	0	-0.6046	-0.7965
9	50	250.0	47	1	0	0	0	-0.5899	-0.8075
9	50	245.0	52	1	0	0	0	-0.4863	-0.8738
